Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Phase,Subcontractor,Trade,Responsible Person,Bid Package,Planned Start,Planned Finish,Actual Start,Actual Finish,Early Start,Early Finish,Late Start,Late Finish,Remaining Duration (hrs),Planned Duration (hrs),Physical % Complete
CN.SWB1.4760,INSTALL PRIMER SWB-1 ROOF GL 12-9,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Roofing,,,2024-02-12 08:00,2024-02-12 16:00,2024-02-01 08:00,2024-02-02 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,8,100
CN.SWB1.4770,APPLY BASE COAT SWB-1 ROOF GL 12-9,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Roofing,,,2024-02-13 08:00,2024-02-14 14:00,2024-02-03 08:00,2024-02-05 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,16,100
CN.SWB1.4780,APPLY TOP COAT SWB-1 ROOF GL 12-9,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Roofing,,,2024-02-15 08:00,2024-02-16 14:00,2024-02-06 08:00,2024-02-08 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,16,100
CN.SWB1.4790,INSTALL CRICKETS SWB-1 ROOF GL 12-9,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,TOPPING,,,2024-02-19 08:00,2024-02-21 12:00,2024-02-09 08:00,2024-02-11 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,24,100
CN.SWB1.4810,APPLY BASE COAT CRICKETS SWB-1 ROOF GL 12-9,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,TOPPING,,,2024-02-14 07:00,2024-02-14 15:00,2024-02-14 07:00,2024-02-14 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,8,100
CN.SWB1.4800,INSTALL PRIMER CRICKETS SWB-1 ROOF GL 12-9,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,TOPPING,,,2024-02-22 08:00,2024-02-23 14:00,2024-02-12 08:00,2024-02-13 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,16,100
CN.SWB1.4820,APPLY TOP COAT CRICKETS SWB-1 ROOF GL 12-9,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,TOPPING,,,2024-02-15 15:00,2024-02-16 13:00,2024-02-15 15:00,2024-02-16 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,8,100
CN.SEA1.5340,DETAILING AND INSPECT CLADDING STEEL - SEA1 - GL 19-16 - CLINE (DS AREA) (18~21),Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-05 08:00,2024-02-14 08:00,2023-12-19 08:00,2023-12-25 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-04 07:00,2025-09-04 07:00,0,80,100
CN.SWA1.1790,PH1- DS/AD FRP SLAB - SWA-1 L2,Complete,CONSTRUCTION,,SUWS-1 - 18-15,DS/AD,,CONSTRUCTION,,,,,2023-12-29 08:00,2024-01-06 09:00,2023-12-29 08:00,2023-12-29 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,40,100
CN.SEA3.6050,IMPACT [C17] - Stop Work - OAC PAD WALLS DELAYED DUE TO SECAI INSTALLING MEP PIPES GL 7-27 SUE,Complete,CONSTRUCTION,,SUES-3 - 13-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Waterproofing - Preferred,,,2024-01-22 08:00,2024-01-26 08:00,2024-01-02 08:00,2024-03-31 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-04 07:00,2025-12-04 07:00,0,40,100
CN.SEB1.6200,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 19-22 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-1 - 19-22,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-02 15:00,2024-03-05 09:00,2024-03-02 15:00,2024-03-06 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,24,100
CN.SEB2.2361,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 22-25 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-2 - 22-25,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-07 07:00,2024-03-09 11:00,2024-03-07 07:00,2024-03-09 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,24,100
CN.SEB2.2371,DS ROOF PARAPET - L6 - SEB1- GL 22-25 - C LINE (DS AREA) (24~27),Complete,CONSTRUCTION,,SUEN-2 - 22-25,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-15 08:00,2024-02-19 08:00,2024-02-15 08:00,2024-02-21 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB21211,INSTALL TPO ROOFING - SEB2 - GL 21-25 - C-D - L6,Complete,CONSTRUCTION,,SUEN-2 - 22-25,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,,,,2024-09-13 07:00,2024-09-19 17:00,2024-09-09 07:00,2024-09-14 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB1.6230,INSTALL INSULATED METAL PANEL MODULES - GL 19-22 - E LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-1 - 19-22,DS/AD,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-06-29 07:00,2024-06-30 17:00,2024-06-14 07:00,2024-06-17 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,20,100
CN.SEB2.1500,INSTALL INSULATED METAL PANEL MODULES - GL 22-26 - E LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-2 - 22-25,DS/AD,,CONSTRUCTION,KOVACH,,,,2024-06-14 07:00,2024-06-15 17:00,2024-06-11 07:00,2024-06-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,20,100
CN.SEB3.1620,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 25- 28 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-3 - 25-28,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-12 07:00,2024-03-18 11:00,2024-03-12 07:00,2024-03-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,24,100
CN.SEB3.1630,DS ROOF PARAPET - SEB3 - GL 25-28 - C LINE (DS AREA) L6 (27~30),Complete,CONSTRUCTION,,SUEN-3 - 25-28,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-15 12:00,2024-02-19 12:00,2024-02-15 12:00,2024-02-22 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB3.1640,INSTALL TPO ROOFING - SEB3 - GL 28-25 - C-D - L6,Complete,CONSTRUCTION,,SUEN-3 - 25-28,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-09-13 07:00,2024-09-19 17:00,2024-09-09 07:00,2024-09-14 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB4.1300,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 28-31 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-19 08:00,2024-03-23 12:00,2024-03-18 08:00,2024-03-20 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,24,100
CN.SEB4.1310,DS ROOF PARAPET - SEB3 - GL 28-31 - C LINE (DS AREA) L6 (30~33),Complete,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-01 08:00,2024-03-05 08:00,2024-03-01 08:00,2024-03-05 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB4.1320,INSTALL TPO ROOFING - SEB4 - GL 28-31 - A-D - L6,Complete,CONSTRUCTION,,SUEN-4 - 28-31,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-09-13 07:00,2024-09-19 17:00,2024-09-09 07:00,2024-09-14 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB5.1310,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 31-33 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-5 - 31-33,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-04-16 11:00,2024-04-18 15:00,2024-03-12 00:00,2024-03-16 00:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,24,100
CN.SEB4.1580,INSTALL INSULATED METAL PANEL MODULES - GL 28-31 - E LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-4 - 28-31,DS/AD,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-09-01 07:00,2024-09-03 17:00,2024-08-28 07:00,2024-09-03 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,20,100
CN.SEB5.1550,INSTALL TPO ROOFING - SEB5 - GL 31-33 - CA-D - L6 - NORTH EAST PENTHOUSE,Complete,CONSTRUCTION,,NORTH EAST PENTHOUSE,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-12-10 07:00,2024-12-16 17:00,2024-12-10 07:00,2025-03-20 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA1.5460,IMPACT - MEP OPENING REWORK - CLADDING STEEL GL 19-16 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-29 10:00,2024-03-02 14:00,2024-02-29 10:00,2024-03-02 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.AB.AR.4820,DS ROOF PARAPET - SEB3 - GL 19-16 - C LINE (DS AREA) L6 (18~21),Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-15 08:00,2024-02-17 12:00,2024-02-15 08:00,2024-02-19 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-04 07:00,2025-09-04 07:00,0,24,100
CN.SEA1.3050,INSTALL TPO ROOFING - SEA1 - GL 14-17 - C-D - L6,Complete,CONSTRUCTION,,SUES-1 - 19-16,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-09-20 07:00,2024-09-26 17:00,2024-09-16 07:00,2024-09-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA2.1590,IMPACT - MEP OPENING REWORK - CLADDING STEEL GL 16-13 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-26 16:00,2024-03-01 10:00,2024-02-26 16:00,2024-03-01 10:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.SEA2.6250,DS ROOF PARAPET - SEB3 - GL 16-13 - C LINE (DS AREA) L6 (15~18),Complete,CONSTRUCTION,,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-15 08:00,2024-02-19 08:00,2024-02-15 08:00,2024-02-19 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA2.1600,INSTALL TPO ROOFING - SEA2 - GL 11-14 - C-D - L6,Complete,CONSTRUCTION,,SUES-2 - 16-13,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-09-20 07:00,2024-09-26 17:00,2024-09-16 07:00,2024-09-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA1.3080,INSTALL INSULATED METAL PANEL MODULES - GL 19-16 - E LINE (AD AREA),Complete,CONSTRUCTION,,SUES-1 - 19-16,DS/AD,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-07-01 07:00,2024-07-02 17:00,2024-06-17 07:00,2024-06-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,20,100
CN.SEA5.6290,INSTALL INSULATED METAL PANEL MODULES - GL 16-13 - E LINE (AD AREA),Complete,CONSTRUCTION,,SUES-2 - 16-13,DS/AD,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-07-07 07:00,2024-07-08 17:00,2024-06-20 07:00,2024-06-22 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,20,100
CN.SEA3.1680,IMPACT - MEP OPENING REWORK - CLADDING STEEL GL 13-9- C LINE (DS AREA),Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-26 07:00,2024-02-29 11:00,2024-02-26 07:00,2024-02-28 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
IMP.5080,DS ROOF PARAPET - SEB3 - GL 13-9 - C LINE (DS AREA) L6 (9~12),Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-26 08:00,2024-03-02 08:00,2024-02-26 08:00,2024-03-02 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA3.1690,INSTALL TPO ROOFING - SEA3 - GL 7-11 - C-D - L6,Complete,CONSTRUCTION,,SUES-3 - 13-9,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-09-20 07:00,2024-09-26 17:00,2024-09-16 07:00,2024-09-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA3.1700,INSTALL INSULATED METAL PANEL MODULES - GL 13-9 - E LINE (AD AREA),Complete,CONSTRUCTION,,SUES-3 - 13-9,DS/AD,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-07-12 07:00,2024-07-13 17:00,2024-06-22 07:00,2024-06-25 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,20,100
CN.SEA4.4440,IMPACT - MEP OPENING REWORK - CLADDING STEEL GL 9-6 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUES-4 - 9-6,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-13 13:00,2024-02-17 13:00,2024-02-13 13:00,2024-02-18 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,40,100
CN.SEA4.1480,DS ROOF PARAPET - SEB3 - GL 13-9 - C LINE (DS AREA) L6 (9~6),Complete,CONSTRUCTION,,SUES-4 - 9-6,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-20 07:00,2024-02-23 11:00,2024-02-20 07:00,2024-02-23 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,24,100
CN.SEA4.6240,INSTALL TPO ROOFING - SEA4 - GL 3-7 - C-D - L6,Complete,CONSTRUCTION,,SUES-4 - 9-6,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-10-04 07:00,2024-10-10 17:00,2024-09-16 07:00,2024-09-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA4.6250,INSTALL INSULATED METAL PANEL MODULES - GL 9-6 - E LINE (AD AREA),Complete,CONSTRUCTION,,SUES-4 - 9-6,DS/AD,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-07-18 07:00,2024-07-19 17:00,2024-06-26 07:00,2024-06-28 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,20,100
CN.SEA5.1620,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 6-3 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-18 08:00,2024-03-20 12:00,2024-03-15 08:00,2024-03-18 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.SEA5.4111,DS ROOF PARAPET - SEB3 - GL 13-9 - C LINE (DS AREA) L6 (3~6),Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-01 08:00,2024-03-05 08:00,2024-03-01 08:00,2024-03-04 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA5.1630,INSTALL TPO ROOFING - SEA5 - GL 3-5 - A-D - L6 - SOUTH EAST PENTHOUSE & DOG HOUSE,Complete,CONSTRUCTION,,SOUTH EAST PENTHOUSE,L6 - PENTHOUSE / DS ROOF,,CONSTRUCTION,BRAZOS,TOPPING,,,2024-10-31 07:00,2024-11-05 17:00,2024-10-31 07:00,2024-11-11 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
EMB1028,INSTALL INSULATED METAL PANEL MODULES - GL 6-3 - E LINE (AD AREA) [3~4.5 LEAVEOUT FOR FRAMING ISSUE],Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,DS/AD,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-07-06 07:00,2024-07-07 17:00,2024-07-03 07:00,2024-07-05 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,20,100
CN.SWB1.4850,PH1-ROOF LAYER PARAPET(FRAMING & SHEATING RIP ) - SWB4 - GL 12-9 - L4 - N,Complete,CONSTRUCTION,,SUWS-3 - 12-9,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-02-06 08:00,2024-02-08 14:00,2024-02-06 08:00,2024-02-08 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,16,100
CN.SEB55050,Drywall Clips & AMTS Installs Support Beams - SEB2- GL 22-25 - L4 - D LINE,Complete,CONSTRUCTION,,SUEN-2 - 22-25,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,CONSTRUCTION,,TBD Architectural Finishes,,,2024-03-23 08:00,2024-03-30 10:00,2024-03-11 00:00,2024-03-21 00:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,72,100
CN.SEB55060,DS STEEL SPRAY SFRM - SEB2 - GL 22-25 - C-D - L3 CEILING,Complete,CONSTRUCTION,,SUEN-2 - 22-25,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,CONSTRUCTION,ROLLING PLAINS,Fireproofing,,,2024-05-07 07:00,2024-05-14 17:00,2024-05-07 07:00,2024-05-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,50,100
CN.SEB55070,AD STEEL APPLY INTUMESCENT - SEB2 - GL 22-25 - D-E - L3 CEILING,Complete,CONSTRUCTION,,SUEN-2 - 22-25,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,CONSTRUCTION,ROLLING PLAINS,Fireproofing,,,2024-05-28 07:00,2024-05-31 17:00,2024-05-28 07:00,2024-06-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,30,100
CN.SEA3.6610,ADD FLANGE EXTENSION / CUT GRATING - D LINE - GL 13-9,Complete,CONSTRUCTION,,SUES-3 - 13-9,L3 / Waffle Slab Level,DS/AD INTERIORS,CONSTRUCTION,,,,,2024-01-22 08:00,2024-01-24 12:00,2024-01-22 08:00,2024-01-24 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,24,100
A450,IMPACT - MEP OPENINGS REWORK SHOP DRAWING APPROVAL C LINE GL 10-20 (DS AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-01-25 08:00,2024-01-29 16:00,2024-01-25 08:00,2024-02-11 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,48,100
A460,IMPACT - MEP OPENINGS REWORK SHOP DRAWING APPROVAL C LINE GL 3-10 (DS AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-01-25 08:00,2024-01-27 12:00,2024-01-25 08:00,2024-02-11 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
A470,IMPACT - MEP OPENINGS REWORK SHOP DRAWING APPROVAL D LINE GL 3-33 (AD AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-03-01 08:00,2024-03-12 10:00,2024-03-01 08:00,2024-03-07 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,112,100
A490,IMPACT - MEP OPENINGS REWORK SHOP DRAWING APPROVAL L LINE GL 3-30 (DS AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-03-04 08:00,2024-03-06 12:00,2024-03-04 08:00,2024-03-20 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,24,100
A500,IMPACT - MEP OPENINGS REWORK SHOP DRAWING APPROVAL K LINE GL 3-30 (AD AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-03-18 07:00,2024-03-26 15:00,2024-03-18 07:00,2024-03-28 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,68,100
CN.SEA3.6250,IMPACT - FABRICTION CLADDING STEEL FOR MEP OPENINGS REWORK C LINE GL 10-15 (DS AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-02-13 08:00,2024-02-16 10:00,2024-02-13 08:00,2024-02-16 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,32,100
CN.SEA3.6270,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 13-9 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-06-14 07:00,2024-06-18 17:00,2024-06-11 07:00,2024-06-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SEA3.6620,IMPACT - FABRICTION CLADDING STEEL FOR MEP OPENINGS REWORK C LINE GL 15-20 (DS AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-02-19 08:00,2024-02-23 10:00,2024-02-19 08:00,2024-02-26 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,32,100
CN.SEA3.6640,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 16-13 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-24 07:00,2024-05-30 17:00,2024-05-20 07:00,2024-05-27 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SEA1.5470,IMPACT - FABRICTION CLADDING STEEL FOR MEP OPENINGS REWORK C LINE GL 20-25 (DS AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-02-19 08:00,2024-02-23 10:00,2024-02-19 08:00,2024-02-26 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,32,100
CN.SEA1.5480,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 19-16 - D LINE (AD AREA) [18~19 LEAVEOUT FOR MEP],Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-24 07:00,2024-05-30 17:00,2024-05-18 07:00,2024-05-22 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SEA5.1640,IMPACT - FABRICTION CLADDING STEEL FOR MEP OPENINGS REWORK C LINE GL 25-33 (DS AREA),Complete,CONSTRUCTION,,ENCLOSURE,EXTERIOR SKIN,,PRE - CON / BUYOUT / IMPACTS,,INSULATED METAL PANELS,,,2024-02-19 08:00,2024-02-24 08:00,2024-02-19 08:00,2024-02-26 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,40,100
CN.SEA5.1650,IMPACT - MEP OPENING REWORK INSTALL - CLADDING STEEL GL 6-3 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-06-20 07:00,2024-06-24 17:00,2024-06-11 07:00,2024-06-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
